date,temperature,humidity,luminosity
2022-11-26 17:12:57.281,26.0,48.1,247
2022-11-26 17:12:56.002,25.9,48.0,249
2022-11-26 17:12:55.003,25.9,48.0,248
2022-11-26 17:12:53.726,25.9,47.9,247
2022-11-26 17:12:52.726,25.9,47.9,248
2022-11-26 17:12:51.447,25.9,47.9,249
2022-11-26 17:12:50.444,25.9,47.9,248
2022-11-26 17:12:49.171,25.9,47.8,247
2022-11-26 17:12:48.166,25.9,47.8,248
2022-11-26 17:12:46.888,26.0,47.9,249
2022-11-26 17:12:45.889,26.0,47.9,247
2022-11-26 17:12:44.610,25.9,47.8,247
2022-11-26 17:12:43.611,25.9,47.8,248
2022-11-26 17:12:42.332,26.0,47.9,248
2022-11-26 17:12:41.330,26.0,47.9,247
2022-11-26 17:12:40.055,25.9,47.8,247
2022-11-26 17:12:39.052,25.9,47.8,248
2022-11-26 17:12:37.778,26.0,47.9,249
2022-11-26 17:12:36.774,26.0,47.9,248
2022-11-26 17:12:35.495,25.9,47.8,248
2022-11-26 17:12:34.496,25.9,47.8,249
2022-11-26 17:12:33.218,25.9,47.8,249
2022-11-26 17:12:32.215,25.9,47.8,248
